PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,churn
-2250.140045480782,-8.858333807782438,-16.866177199331435,0.5379377208719183,0.8635538475519501,0.2854549539673752,2.012932348571845,0.23184502632936446,-0.5759778451767823,-0.6598808841918498,-0.06971908911339839,-0.32678895252232454,-0.0469727796865282,0.06705467109112583,-0.25812431848826795,-0.061852861610423096,6.197170065541879e-16,-2.1895122427651583e-16,1.7937599855387235e-17,0
-343.3079549165879,-6.421186488756683,2.0501085835517245,-1.210039642091538,1.0001745166145137,1.6229587321404144,-0.8083482693801702,0.17732687461136912,0.5340536917601721,0.6068203329987278,0.10576570182860404,0.09878933444159137,0.7628163795781604,0.36159511946010464,-0.21874431678482303,0.022168789926000663,-4.577052102510529e-16,-3.956106918206304e-17,-1.3935972901585417e-17,0
-2172.0794193755037,11.903544358363476,-6.320750394607653,-0.7507806861088591,-0.1140830642228924,2.107723614606403,1.208150401075287,-0.36568320709587193,0.5127646507995808,-0.08093737315089032,-0.6117859816872191,-0.021364561866546054,0.010817728270851763,0.26327711875537313,-0.16943262211015184,-0.046724411298861374,5.885327315605575e-14,-1.918189717694154e-15,-4.194463902930735e-16,1
-376.13306266927384,-24.310237319635856,5.894242500213338,1.6544245843193393,0.794519845219244,1.3118466214620277,-0.8106465068108509,0.07001328154323748,0.5148449912738622,-0.08027526032479207,0.6158342717290906,0.11880492688823116,0.48824800359925075,-0.6025992308539371,0.07165739083076003,0.05537804187500573,8.627036149248363e-15,-3.170282975222687e-15,2.3157244384662087e-15,0
-2138.236555182997,26.903712984381915,0.7630789610515287,0.029638264256687558,0.4962482997012569,-0.23372552610915986,-0.172890917568549,0.01239827589130308,-0.4933166119987501,0.4476987408604294,-0.5730655736599114,-0.3981750418703077,0.05040680021424641,-0.10042943966654262,-0.23019482145007364,-0.06909223318695344,-1.2143417938866827e-16,-1.6275778775829957e-16,-4.28685858925396e-18,1
-1482.182898416036,47.705693549504815,11.157885987644645,-0.46805911215666257,-0.5775805111376133,-0.643244128498964,-0.6925695742366249,0.16510000140821204,-0.522110113269132,-0.6597669441932207,0.324711813474819,0.3154539142122665,0.3707372505825721,0.062180662577302086,-0.41442306845842897,-0.06131824710375436,1.0100620364268662e-14,1.3934170679421952e-14,4.695757051537091e-16,1
-319.23873738115316,27.641683401054514,5.260271058139131,0.5043877844163007,-0.5145853896470722,-0.4085276578359531,1.316541995245489,-0.2669538500107447,0.5029670602260322,-0.31687809449188664,0.033335917287331256,-0.32539015752791517,-0.33276823691139545,-0.1007617124069133,-0.5045145137545012,0.5813427222498233,-2.4663957865524536e-17,-3.6075728965558514e-18,9.32471687502851e-19,0
-1982.431328843008,-13.953642781561284,-12.046473405470854,-0.5361706087830139,1.4777528209530013,1.7151499063561544,-0.3529987748507717,-0.4066662201106293,-0.527275482930456,-0.21026187163107635,0.6853067566803108,-0.3172042899455961,-0.14182421102334208,0.18278952790098424,-0.20028162338014183,-0.006244149825625513,-3.7998487626465665e-17,6.226393518889217e-18,-8.640278976807513e-19,0
655.0749215240165,35.362006946864646,5.993337516464563,-0.6913647722417084,-0.1877172219880754,-0.9468300937526447,-0.8584523520920037,0.04257579711205507,-0.5350462152728249,-0.42980114538740327,0.2441166936661097,0.6245113651458305,0.12340403088268169,-0.7451130044910675,-0.05570435865925301,-0.025918613154577677,4.642689943184371e-17,-2.1277675060159972e-17,-1.3956029063567028e-18,1
1201.8167685864978,-25.390281305661556,8.524415033012811,1.3294011614601955,0.5031051375606254,1.5208956111362246,1.0012246236115312,-0.48856970773714437,0.5918890287555905,0.9235975371072895,-0.018432674145605187,-0.035266673105354356,-0.19263181830702672,0.44913449356909385,-0.17963149652334967,-0.025026391989802985,-4.690629702181849e-17,2.1084841964456385e-17,-2.3485563872726303e-19,0
